Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI limit,Upper CI limit,Count,Denominator,Value note
E10000034,Worcestershire,County,Persons,60-74 yrs,,,2016,62.1321098711758,61.8307500658606,62.4325359877303,62024,99826,
E92000001,England,Country,Persons,60-74 yrs,,,2016,57.8863240522582,57.8517552188402,57.920885155706,4537313,7838316,
Cl_L2_1a,Rural Coastal and Amenity,ONS 2011 group,Persons,60-74 yrs,,,2016,62.3696526653302,62.2390455285899,62.5000802409617,330097,529259,
Cl_L2_1b,Rural Hinterland,ONS 2011 group,Persons,60-74 yrs,,,2016,63.1178343214376,63.0162152116721,63.2193371853911,547219,866980,
Cl_L2_1c,Rural England,ONS 2011 group,Persons,60-74 yrs,,,2016,61.435746318155,61.3131320714565,61.5582156020592,372351,606082,
Cl_L2_3a,London Cosmopolitan Suburbia,ONS 2011 group,Persons,60-74 yrs,,,2016,46.8922564408958,46.6842236869821,47.1003972648161,103600,220932,
Cl_L2_3b,London Cosmopolitan Central,ONS 2011 group,Persons,60-74 yrs,,,2016,44.6627329166008,44.4614118117342,44.8642292247864,104530,234043,
Cl_L2_4a,Growth Areas and Cities,ONS 2011 group,Persons,60-74 yrs,,,2016,54.8633395726338,54.7474766016425,54.9791498394949,388952,708947,
Cl_L2_4b,Multicultural Suburbs,ONS 2011 group,Persons,60-74 yrs,,,2016,50.4109459682777,50.2309788939472,50.590902394696,149474,296511,
Cl_L2_5a,Business and Education Centres,ONS 2011 group,Persons,60-74 yrs,,,2016,52.939649894862,52.8366127591389,53.0426619826832,477342,901672,
Cl_L2_6a,Coastal Resorts and Services,ONS 2011 group,Persons,60-74 yrs,,,2016,59.9753750376437,59.8185083558201,60.1320374729931,225045,375229,
Cl_L2_6b,Heritage Centres,ONS 2011 group,Persons,60-74 yrs,,,2016,59.4163964205988,59.1727554292831,59.6595746763169,92891,156339,
Cl_L2_7a,Prosperous England,ONS 2011 group,Persons,60-74 yrs,,,2016,61.2697917735152,61.1832673189103,61.3562451770511,746649,1218625,
Cl_L2_8a,Manufacturing Traits,ONS 2011 group,Persons,60-74 yrs,,,2016,56.6134447408878,56.4858773148243,56.7409245951416,328478,580212,
Cl_L2_8b,Mining Heritage,ONS 2011 group,Persons,60-74 yrs,,,2016,58.6527151646064,58.5624251867202,58.742947006291,670685,1143485,
Cl_L3_1a1,Rural Coastal & Amenity,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,62.3696526653302,62.2390455285899,62.5000802409617,330097,529259,
Cl_L3_1b1,Traditional Rural,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,62.2463288970937,62.1046947716871,62.3877542572638,280533,450682,
Cl_L3_1b2,Prospering Rural,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,64.0469840549282,63.8574185046275,64.2361121892657,158018,246722,
Cl_L3_1b3,Remoter Rural,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,64.0821814407699,63.8535208491916,64.3102040305711,108668,169576,
Cl_L3_1c1,Established Rural,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,61.7015022077174,61.4678706458852,61.934594440948,102849,166688,
Cl_L3_1c2,Rural Hub Towns,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,61.3349294710442,61.1908402949001,61.47882045475,269502,439394,
Cl_L3_3a1,Cosmopolitan North London,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,46.5019574433558,46.2478530905346,46.7562435069274,68775,147897,
Cl_L3_3a2,Cosmopolitan South London,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,47.6826179229137,47.320518304361,48.0449613056785,34825,73035,
Cl_L3_3b1,Cosmopolitan Inner London,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,44.7477632055476,44.5104231350624,44.9853428465589,75370,168433,
Cl_L3_3b2,Cosmopolitan Heart of London,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,44.4444444444444,44.0645601659939,44.8249792392317,29160,65610,
Cl_L3_4a1,City Periphery,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,55.1920413735907,54.9991835352225,55.3847431634701,141083,255622,
Cl_L3_4a2,Exp. Areas & Establ. Cities,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,54.6779904042354,54.5330394531261,54.8228620737907,247869,453325,
Cl_L3_4b1,Multicultural Suburbs,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,50.4109459682777,50.2309788939472,50.590902394696,149474,296511,
Cl_L3_5a1,Business Centres,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,53.0772377019243,52.9628216451597,53.1916214179204,388010,731029,
Cl_L3_5a2,Education Centres,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,52.3502282543087,52.113207907929,52.587142787947,89332,170643,
Cl_L3_6a1,Resorts & Ports,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,59.817359548361,59.6167213268989,60.0176694666307,137425,229741,
Cl_L3_6a2,Coastal & Rural,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,60.2248982733971,59.973137152067,60.4761194534457,87620,145488,
Cl_L3_6b1,Heritage Centres,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,59.4163964205988,59.1727554292831,59.6595746763169,92891,156339,
Cl_L3_7a1,Prosperous Country,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,61.5996057421745,61.479345005655,61.7197248029847,387480,629030,
Cl_L3_7a2,Prosperous Towns,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,62.0362003771791,61.8672835627901,62.2048260520722,197040,317621,
Cl_L3_7a3,Prosp. Home Counties & Rugby,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,59.611948200931,59.4274066483636,59.7962182320905,162129,271974,
Cl_L3_8a1,Exp. Towns & Manuf. Areas,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,58.1577438954488,57.9260878148644,58.3890407309658,101462,174460,
Cl_L3_8a2,Manufacturing Centres,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,55.9494469528185,55.7966377805004,56.1021434733734,227016,405752,
Cl_L3_8b1,Mining Heritage & Semi-rural,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,59.0707603294216,58.9060841981064,59.2352332285674,202556,342904,
Cl_L3_8b2,Mining Heritage & Industry,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,57.8292740952211,57.6425520788147,58.015772515971,155570,269016,
Cl_L3_8b3,Mining Heritage & Manufacturing,ONS 2011 subgroup,Persons,60-74 yrs,,,2016,58.7997704890277,58.6673928300165,58.9320209624203,312559,531565,
E47000001,CA-Greater Manchester,Combined authorities,Persons,60-74 yrs,,,2016,54.550521259639,54.3903399765198,54.710608411995,202605,371408,
E47000002,CA-Sheffield City Region,Combined authorities,Persons,60-74 yrs,,,2016,59.9092107338969,59.6923299713314,60.1257040636426,117721,196499,
E47000003,CA-West Yorkshire,Combined authorities,Persons,60-74 yrs,,,2016,56.0701629112451,55.8932251576106,56.2469464943469,169610,302496,
E47000004,CA-Liverpool City Region,Combined authorities,Persons,60-74 yrs,,,2016,54.1893678347745,53.9859936855945,54.3926024783648,125023,230715,
E47000005,CA-North East,Combined authorities,Persons,60-74 yrs,,,2016,59.9717715323745,59.7980706977173,60.1452220637133,183558,306074,
E47000006,CA-Tees Valley,Combined authorities,Persons,60-74 yrs,,,2016,57.8536701290214,57.5488316163102,58.1579111943788,58427,100991,
E47000007,CA-West Midlands,Combined authorities,Persons,60-74 yrs,,,2016,52.8015403813686,52.6371069363718,52.9659130587423,187022,354198,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2016,49.890381952598,,,492905,987976,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2016,56.7706843898814,,,593571,1045559,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2016,55.4456193968319,,,476773,859893,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2016,57.5213551469524,,,500598,870282,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2016,59.1591102986846,,,418136,706799,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2016,58.6975953035803,,,460340,784257,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2016,61.0701030414241,,,441306,722622,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2016,61.8410909667205,,,401917,649919,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2016,61.4768396489047,,,398598,648371,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2016,62.7702003775074,,,353169,562638,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2016,48.6015005700045,,,256648,528066,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2016,50.3627927219314,,,222181,441161,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2016,57.0715845513812,,,286440,501896,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2016,56.2123324866701,,,359185,638979,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2016,54.9598788426542,,,269997,491262,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2016,58.0234642032333,,,471078,811875,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2016,60.1027363324395,,,788489,1311902,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2016,59.2610279444571,,,513754,866934,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2016,60.7846373854704,,,776993,1278272,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2016,61.2155967804754,,,592548,967969,Aggregated from all known lower geography values
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2016,51.026777015455,50.9275520395963,51.1259939011762,497557,975090,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2016,55.2474686694804,55.1522804784816,55.3426184154171,579357,1048658,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2016,56.5796446278921,56.4842645535486,56.6749759973719,587239,1037898,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2016,57.3991728947143,57.2843997379769,57.51386638626,409585,713573,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2016,58.9195944025705,58.8071055006168,59.0319901207976,433300,735409,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2016,59.3752829448396,59.2672921084921,59.4831832021451,472157,795208,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2016,60.1633004499064,60.0469341942841,60.2795519759287,409463,680586,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2016,62.1814113831604,62.063111948158,62.2995660093097,401871,646288,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2016,61.2758330043637,61.1578975591063,61.3936364084056,402024,656089,
E92000001,England,Country,Persons,60-74 yrs,District & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2016,62.7387323777062,62.6108074381885,62.866479215459,344760,549517,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2016,49.4308521062974,49.3006481027261,49.5610638303758,279963,566373,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2016,52.9410707949896,52.7944466190962,53.0876442295864,235754,445314,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2016,54.6279545282431,54.4863927696264,54.7694414908976,259686,475372,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2016,55.7822644140021,55.6648032654251,55.8996609101743,383295,687127,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2016,55.9805526067469,55.8484260972354,56.1125944342729,303746,542592,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2016,58.8876018946006,58.786992015365,58.9881375098123,541445,919455,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2016,59.5394263737395,59.4487530589437,59.6300346212337,670639,1126378,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2016,59.9941351955449,59.9026102403853,60.0855904413757,660827,1101486,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2016,61.0339899919391,60.9393534752872,61.1285434774185,623143,1020977,
E92000001,England,Country,Persons,60-74 yrs,County & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2016,60.7206774355305,60.6225958873726,60.8186725777707,578815,953242,
