Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI limit,Upper CI limit,Count,Denominator,Value note
E07000173,Gedling,LA,Persons,60-74 yrs,,,2016,59.670716112532,58.9669792852773,60.3704949202397,11199,18768,
E07000174,Mansfield,LA,Persons,60-74 yrs,,,2016,56.926433915212,56.1585486958857,57.6910022717123,9131,16040,
E07000175,Newark and Sherwood,LA,Persons,60-74 yrs,,,2016,60.6059078536143,59.9239747472327,61.2837342687535,12023,19838,
E07000176,Rushcliffe,LA,Persons,60-74 yrs,,,2016,63.5487305946309,62.8396904361676,64.2519381366314,11339,17843,
E07000177,Cherwell,LA,Persons,60-74 yrs,,,2016,57.4878286270691,56.8104190021663,58.162437978675,11808,20540,
E07000178,Oxford,LA,Persons,60-74 yrs,,,2016,50.948972220398,50.1548107009669,51.7426550482589,7758,15227,
E07000179,South Oxfordshire,LA,Persons,60-74 yrs,,,2016,60.0616630619852,59.4087585939361,60.7110108936177,13052,21731,
E07000180,Vale of White Horse,LA,Persons,60-74 yrs,,,2016,61.5548179649414,60.8659489447954,62.2390838820817,11869,19282,
E07000181,West Oxfordshire,LA,Persons,60-74 yrs,,,2016,59.6920183378394,58.9528578028418,60.426803289785,10156,17014,
E07000187,Mendip,LA,Persons,60-74 yrs,,,2016,61.3877755511022,60.7102299891686,62.0609386227291,12253,19960,
E07000188,Sedgemoor,LA,Persons,60-74 yrs,,,2016,61.5281871775976,60.8790495163735,62.173246244271,13359,21712,
E07000189,South Somerset,LA,Persons,60-74 yrs,,,2016,62.7142903614066,62.1721736256549,63.2532298862481,19279,30741,
E07000190,Taunton Deane,LA,Persons,60-74 yrs,,,2016,62.9490478641276,62.2674939606446,63.6254825291686,12231,19430,
E07000191,West Somerset,LA,Persons,60-74 yrs,,,2016,62.5794841031794,61.5350303966231,63.6123478135937,5216,8335,
E07000192,Cannock Chase,LA,Persons,60-74 yrs,,,2016,55.8291491849508,55.0205181883013,56.6347006683405,8117,14539,
E07000193,East Staffordshire,LA,Persons,60-74 yrs,,,2016,58.0679657794677,57.3207525576743,58.8114972419164,9774,16832,
E07000194,Lichfield,LA,Persons,60-74 yrs,,,2016,63.2735716600065,62.5765781982504,63.9650592028129,11717,18518,
E07000195,Newcastle-under-Lyme,LA,Persons,60-74 yrs,,,2016,59.4850081236768,58.8081356265997,60.1582934632371,12082,20311,
E07000196,South Staffordshire,LA,Persons,60-74 yrs,,,2016,61.5353350607123,60.8534805252213,62.2126878568348,12112,19683,
E07000197,Stafford,LA,Persons,60-74 yrs,,,2016,60.0999189846071,59.4543248084678,60.7420212428562,13353,22218,
E07000198,Staffordshire Moorlands,LA,Persons,60-74 yrs,,,2016,63.0202398393836,62.3206153980115,63.7144373675703,11614,18429,
E07000199,Tamworth,LA,Persons,60-74 yrs,,,2016,59.2629648157412,58.3808036239772,60.1391943908858,7108,11994,
E07000200,Babergh,LA,Persons,60-74 yrs,,,2016,63.9386488701557,63.2155079627586,64.6555220446139,10922,17082,
E07000201,Forest Heath,LA,Persons,60-74 yrs,,,2016,57.9448909299656,56.9049042259185,58.977872693313,5047,8710,
E07000202,Ipswich,LA,Persons,60-74 yrs,,,2016,55.4299920895016,54.6966078831767,56.1610195815766,9810,17698,
E07000203,Mid Suffolk,LA,Persons,60-74 yrs,,,2016,64.0354172256507,63.3435707356108,64.7214783263547,11933,18635,
E07000204,St. Edmundsbury,LA,Persons,60-74 yrs,,,2016,63.2448345417871,62.5444033228836,63.939719357884,11601,18343,
E07000205,Suffolk Coastal,LA,Persons,60-74 yrs,,,2016,63.788131118242,63.1856677571718,64.3862922513997,15704,24619,
E07000206,Waveney,LA,Persons,60-74 yrs,,,2016,62.4684115523466,61.828784886145,63.1037161438187,13843,22160,
E07000207,Elmbridge,LA,Persons,60-74 yrs,,,2016,57.3676909944516,56.6582737765812,58.0740889120338,10753,18744,
E07000208,Epsom and Ewell,LA,Persons,60-74 yrs,,,2016,59.8382749326146,58.9242874845929,60.7454734698797,6660,11130,
E07000209,Guildford,LA,Persons,60-74 yrs,,,2016,62.1687878155644,61.479937946586,62.8527621856092,11919,19172,
E07000210,Mole Valley,LA,Persons,60-74 yrs,,,2016,61.6173889563926,60.831348402561,62.3974059984456,9128,14814,
E07000211,Reigate and Banstead,LA,Persons,60-74 yrs,,,2016,58.7645664625716,58.0850016843669,59.4408068939487,11901,20252,
E07000212,Runnymede,LA,Persons,60-74 yrs,,,2016,56.5809114057424,55.6685514487987,57.4888334355439,6444,11389,
E07000213,Spelthorne,LA,Persons,60-74 yrs,,,2016,56.7200986436498,55.8913030475547,57.545150453365,7820,13787,
E07000214,Surrey Heath,LA,Persons,60-74 yrs,,,2016,62.2293382128698,61.3961689755208,63.0553460071028,8162,13116,
E07000215,Tandridge,LA,Persons,60-74 yrs,,,2016,60.3063866513234,59.4904045630093,61.1166753241598,8385,13904,
E07000216,Waverley,LA,Persons,60-74 yrs,,,2016,62.9819534509626,62.3085222128141,63.6503718693933,12529,19893,
E07000217,Woking,LA,Persons,60-74 yrs,,,2016,58.5225529303467,57.6744100796927,59.3656743953908,7629,13036,
E07000218,North Warwickshire,LA,Persons,60-74 yrs,,,2016,61.7922425323228,60.8890773656874,62.6873321032279,6930,11215,
E07000219,Nuneaton and Bedworth,LA,Persons,60-74 yrs,,,2016,59.0826060483053,58.3944479307271,59.7672241153821,11644,19708,
E07000220,Rugby,LA,Persons,60-74 yrs,,,2016,63.8903394255875,63.1263592492111,64.6473553995408,9788,15320,
E07000221,Stratford-on-Avon,LA,Persons,60-74 yrs,,,2016,64.6078761359811,63.9976381455743,65.2133929477842,15356,23768,
E07000222,Warwick,LA,Persons,60-74 yrs,,,2016,62.8200136279568,62.1568471063777,63.4783871632219,12907,20546,
E07000223,Adur,LA,Persons,60-74 yrs,,,2016,62.9061116865995,61.9828350145548,63.8200540770828,6680,10619,
E07000224,Arun,LA,Persons,60-74 yrs,,,2016,61.7591321963014,61.2132370345378,62.3020758744932,18902,30606,
E07000225,Chichester,LA,Persons,60-74 yrs,,,2016,63.5762477101113,62.9435213340396,64.20431445108,14229,22381,
E07000226,Crawley,LA,Persons,60-74 yrs,,,2016,54.0717131474104,53.198730362949,54.9422040542363,6786,12550,
E07000227,Horsham,LA,Persons,60-74 yrs,,,2016,63.9799476896251,63.3564345488633,64.5987795399011,14677,22940,
E07000228,Mid Sussex,LA,Persons,60-74 yrs,,,2016,63.5655138821237,62.935595968513,64.1908174840738,14355,22583,
E07000229,Worthing,LA,Persons,60-74 yrs,,,2016,59.0249702734839,58.2797797171964,59.7660394105643,9928,16820,
E07000234,Bromsgrove,LA,Persons,60-74 yrs,,,2016,63.414030091016,62.6680766042934,64.1536041348521,10242,16151,
E07000235,Malvern Hills,LA,Persons,60-74 yrs,,,2016,64.921535012528,64.1583441336235,65.6771687310697,9846,15166,
E07000236,Redditch,LA,Persons,60-74 yrs,,,2016,58.6309523809524,57.7959760045811,59.4609963206751,7880,13440,
E07000237,Worcester,LA,Persons,60-74 yrs,,,2016,59.6181977764775,58.7931480164354,60.4378441526328,8151,13672,
E07000238,Wychavon,LA,Persons,60-74 yrs,,,2016,63.6067593733498,62.9789500303052,64.2299690885845,14454,22724,
E07000239,Wyre Forest,LA,Persons,60-74 yrs,,,2016,61.3238365554544,60.6230577544446,62.0199571756989,11451,18673,
E07000240,St Albans,LA,Persons,60-74 yrs,,,2016,64.6644381589097,63.9897354862651,65.3333479070313,12574,19445,
E07000241,Welwyn Hatfield,LA,Persons,60-74 yrs,,,2016,59.7020219936148,58.8897331433078,60.5090238963275,8415,14095,
E07000242,East Hertfordshire,LA,Persons,60-74 yrs,,,2016,62.5564500294522,61.8895481178349,63.2186174042584,12744,20372,
E07000243,Stevenage,LA,Persons,60-74 yrs,,,2016,55.8243811303129,54.8817433116637,56.7628403232249,5976,10705,
E06000001,Hartlepool,UA,Persons,60-74 yrs,,,2016,55.5290373906126,54.6993252793065,56.3556781675363,7678,13827,
E06000002,Middlesbrough,UA,Persons,60-74 yrs,,,2016,53.8533687666093,53.1473647570569,54.5578304287067,10335,19191,
E06000003,Redcar and Cleveland,UA,Persons,60-74 yrs,,,2016,59.5461996376499,58.9128687991469,60.1763672238838,13804,23182,
E06000004,Stockton-on-Tees,UA,Persons,60-74 yrs,,,2016,58.9060010621349,58.3310465558695,59.4785333779974,16638,28245,
E06000005,Darlington,UA,Persons,60-74 yrs,,,2016,60.2683428018857,59.520427254923,61.0114914855369,9972,16546,
E06000006,Halton,UA,Persons,60-74 yrs,,,2016,53.2798060899864,52.584346807845,53.973993161204,10551,19803,
E06000007,Warrington,UA,Persons,60-74 yrs,,,2016,58.244457371857,57.693979030254,58.7928888637381,18022,30942,
E06000008,Blackburn with Darwen,UA,Persons,60-74 yrs,,,2016,50.8915584765394,50.1722893244871,51.6104587036799,9447,18563,
E06000009,Blackpool,UA,Persons,60-74 yrs,,,2016,52.1845598659621,51.5425409577275,52.8258578469243,12147,23277,
E06000010,Kingston upon Hull,UA,Persons,60-74 yrs,,,2016,54.9617622863411,54.4229514384946,55.4994117938944,18039,32821,
E06000011,East Riding of Yorkshire,UA,Persons,60-74 yrs,,,2016,63.8192061943282,63.4447591971792,64.1919824004289,40552,63542,
E06000012,North East Lincolnshire,UA,Persons,60-74 yrs,,,2016,59.1785961907092,58.5619954183563,59.7923213420329,14510,24519,
E06000013,North Lincolnshire,UA,Persons,60-74 yrs,,,2016,60.2602959529328,59.6862003751135,60.8315811113307,16900,28045,
E06000014,York,UA,Persons,60-74 yrs,,,2016,55.1658280383443,54.5744121240946,55.7557864643475,15020,27227,
E06000015,Derby,UA,Persons,60-74 yrs,,,2016,57.2426482053201,56.7003302151991,57.7832311405709,18356,32067,
E06000016,Leicester,UA,Persons,60-74 yrs,,,2016,45.2850877192982,44.7748105215984,45.7963578026508,16520,36480,
E06000017,Rutland,UA,Persons,60-74 yrs,,,2016,66.4329660895693,65.3171009321224,67.5307766227533,4643,6989,
E06000018,Nottingham,UA,Persons,60-74 yrs,,,2016,50.6905404087999,50.1319008760641,51.2490075598086,15599,30773,
E06000019,Herefordshire,UA,Persons,60-74 yrs,,,2016,62.6997245179063,62.1879233554798,63.2086966221966,21622,34485,
E06000020,Telford and Wrekin,UA,Persons,60-74 yrs,,,2016,56.2766125216843,55.6652434858433,56.8860806193966,14274,25364,
E06000021,Stoke-on-Trent,UA,Persons,60-74 yrs,,,2016,52.5642102904518,52.0460050119562,53.0818638366834,18767,35703,
E06000022,Bath and North East Somerset,UA,Persons,60-74 yrs,,,2016,60.2248413417951,59.6457798691198,60.8010543766909,16607,27575,
E06000023,Bristol,UA,Persons,60-74 yrs,,,2016,52.9403483367523,52.5014139179432,53.3788284554743,26323,49722,
E06000024,North Somerset,UA,Persons,60-74 yrs,,,2016,60.2504123962249,59.7505834776075,60.7481118658566,22280,36979,
E06000025,South Gloucestershire,UA,Persons,60-74 yrs,,,2016,60.4710832862934,59.984682894935,60.9554197236849,23568,38974,
E06000026,Plymouth,UA,Persons,60-74 yrs,,,2016,61.5502789531844,61.0541074108401,62.0440590270435,22837,37103,
E06000027,Torbay,UA,Persons,60-74 yrs,,,2016,61.4441208033114,60.8518956751308,62.0329766499246,16032,26092,
E06000028,Bournemouth,UA,Persons,60-74 yrs,,,2016,58.5082387123906,57.9099367058147,59.1040420188614,15304,26157,
E06000029,Poole,UA,Persons,60-74 yrs,,,2016,63.6862135286655,63.0811541181899,64.2869707120047,15563,24437,
E06000030,Swindon,UA,Persons,60-74 yrs,,,2016,54.0941076124813,53.5113366452586,54.6757608599682,15221,28138,
E06000031,Peterborough,UA,Persons,60-74 yrs,,,2016,51.0712779417967,50.4348695587506,51.7073392473685,12109,23710,
E06000032,Luton,UA,Persons,60-74 yrs,,,2016,49.9190676594367,49.2527035324285,50.5854605375923,10794,21623,
E06000033,Southend-on-Sea,UA,Persons,60-74 yrs,,,2016,53.2322849564229,52.6298684911209,53.8337605439389,14048,26390,
E06000034,Thurrock,UA,Persons,60-74 yrs,,,2016,54.3690296631473,53.6760447667067,55.0603272587645,10814,19890,
E06000035,Medway,UA,Persons,60-74 yrs,,,2016,56.9904502046385,56.4828759384571,57.4965592204924,20887,36650,
E06000036,Bracknell Forest,UA,Persons,60-74 yrs,,,2016,57.5581796837235,56.7512730564083,58.3610773702302,8335,14481,
E06000037,West Berkshire,UA,Persons,60-74 yrs,,,2016,62.5204034654501,61.904645015008,63.1321365626326,14938,23893,
E06000038,Reading,UA,Persons,60-74 yrs,,,2016,55.8029649754887,55.0536799849743,56.5496173046883,9448,16931,
E06000039,Slough,UA,Persons,60-74 yrs,,,2016,43.325279371791,42.4834099134894,44.1710197496704,5738,13244,
E06000040,Windsor and Maidenhead,UA,Persons,60-74 yrs,,,2016,57.3657491500163,56.7029928193856,58.0258702833537,12317,21471,
E06000041,Wokingham,UA,Persons,60-74 yrs,,,2016,65.247258796072,64.6253932502542,65.8639667558696,14817,22709,
E06000042,Milton Keynes,UA,Persons,60-74 yrs,,,2016,55.5240006173792,54.9822339770709,56.0644573206687,17987,32395,
E06000043,Brighton and Hove,UA,Persons,60-74 yrs,,,2016,55.7258934806069,55.1767558812059,56.2736349584788,17557,31506,
E06000044,Portsmouth,UA,Persons,60-74 yrs,,,2016,57.1658482234969,56.541732304121,57.7876926166169,13853,24233,
E06000045,Southampton,UA,Persons,60-74 yrs,,,2016,54.5407939065475,53.9496217830825,55.1306886886197,14894,27308,
E06000046,Isle of Wight,UA,Persons,60-74 yrs,,,2016,60.9980552854563,60.4332677028809,61.559908922958,17565,28796,
E06000047,County Durham,UA,Persons,60-74 yrs,,,2016,60.8912356304829,60.5616541759367,61.219826489163,51433,84467,
E06000049,Cheshire East,UA,Persons,60-74 yrs,,,2016,61.0828471411902,60.7052685138364,61.4591010931161,39261,64275,
E06000050,Cheshire West and Chester,UA,Persons,60-74 yrs,,,2016,60.0958967594738,59.6899995099017,60.5004115158634,33715,56102,
E06000051,Shropshire,UA,Persons,60-74 yrs,,,2016,60.7919173651445,60.3921822232559,61.1902107814048,34959,57506,
E06000052,Cornwall,UA,Persons,60-74 yrs,,,2016,60.4667880762964,60.1697315206889,60.7630738803468,63085,104330,
E06000053,Isles of Scilly,UA,Persons,60-74 yrs,,,2016,67.8048780487805,63.13507913043,72.1441315160939,278,410,
E06000054,Wiltshire,UA,Persons,60-74 yrs,,,2016,62.320266384138,61.9823712632418,62.6569676827507,49410,79284,
E06000055,Bedford,UA,Persons,60-74 yrs,,,2016,56.5440473084616,55.9023565200043,57.1835522990295,13004,22998,
E06000056,Central Bedfordshire,UA,Persons,60-74 yrs,,,2016,58.7087125148926,58.2220281065853,59.1937010169347,23160,39449,
E06000057,Northumberland,UA,Persons,60-74 yrs,,,2016,64.0902285993036,63.7036931418826,64.4749432174978,38101,59449,
E08000001,Bolton,UA,Persons,60-74 yrs,,,2016,56.7635197512269,56.2843248566506,57.2414523476605,23365,41162,
E08000002,Bury,UA,Persons,60-74 yrs,,,2016,56.6135346756152,56.0383809048571,57.1869125647928,16196,28608,
E08000003,Manchester,UA,Persons,60-74 yrs,,,2016,43.8015318294061,43.35720684908,44.2468533043638,20931,47786,
E08000004,Oldham,UA,Persons,60-74 yrs,,,2016,54.4201849871012,53.8721681526168,54.9671335584029,17298,31786,
E08000005,Rochdale,UA,Persons,60-74 yrs,,,2016,54.883258817685,54.3214061607632,55.4438691198176,16572,30195,
E08000006,Salford,UA,Persons,60-74 yrs,,,2016,54.0407238311061,53.4763659936623,54.6040472240992,16216,30007,
E08000007,Stockport,UA,Persons,60-74 yrs,,,2016,58.0868373347482,57.6314644694355,58.5408367811881,26275,45234,
E08000008,Tameside,UA,Persons,60-74 yrs,,,2016,53.790223237088,53.2541981817194,54.3253734731077,17903,33283,
E08000009,Trafford,UA,Persons,60-74 yrs,,,2016,57.755857734076,57.2149212864067,58.2949402285349,18561,32137,
E08000010,Wigan,UA,Persons,60-74 yrs,,,2016,57.1919546963484,56.76288159301,57.6199488883214,29288,51210,
E08000011,Knowsley,UA,Persons,60-74 yrs,,,2016,51.7207006218256,51.0456726761076,52.3951011601765,10896,21067,
E08000012,Liverpool,UA,Persons,60-74 yrs,,,2016,50.0840912430808,49.6881037973937,50.4800681402061,30673,61243,
E08000013,St. Helens,UA,Persons,60-74 yrs,,,2016,57.1635211461634,56.5934350698827,57.7317120074489,16598,29036,
E08000014,Sefton,UA,Persons,60-74 yrs,,,2016,56.6032893470496,56.1535295616337,57.0519641962961,26466,46757,
E08000015,Wirral,UA,Persons,60-74 yrs,,,2016,56.5036262758242,56.0803451366335,56.9259613037346,29839,52809,
E08000016,Barnsley,UA,Persons,60-74 yrs,,,2016,60.1836282595351,59.6869373918232,60.6782311042892,22549,37467,
E08000017,Doncaster,UA,Persons,60-74 yrs,,,2016,60.6734999024855,60.2269538745957,61.1182690695836,27999,46147,
E08000018,Rotherham,UA,Persons,60-74 yrs,,,2016,59.5432461094532,59.0646360508848,60.0200480680845,24143,40547,
E08000019,Sheffield,UA,Persons,60-74 yrs,,,2016,59.4846415438635,59.1263991257915,59.841876664936,43030,72338,
E08000021,Newcastle upon Tyne,UA,Persons,60-74 yrs,,,2016,56.4308171565375,55.9081874205542,56.952021931759,19564,34669,
E08000022,North Tyneside,UA,Persons,60-74 yrs,,,2016,59.1047812817904,58.5603962904363,59.6469427627425,18592,31456,
E08000023,South Tyneside,UA,Persons,60-74 yrs,,,2016,57.2673164840852,56.629414646284,57.902810621337,13278,23186,
E08000024,Sunderland,UA,Persons,60-74 yrs,,,2016,57.1365699990735,56.6691374236157,57.602732658817,24667,43172,
E08000025,Birmingham,UA,Persons,60-74 yrs,,,2016,48.2075425028445,47.9263919402453,48.488806605895,58469,121286,
E08000026,Coventry,UA,Persons,60-74 yrs,,,2016,57.0351008215086,56.5503618341412,57.5184944035513,22911,40170,
E08000027,Dudley,UA,Persons,60-74 yrs,,,2016,58.0040941658137,57.5658097025143,58.4411198786355,28335,48850,
E08000028,Sandwell,UA,Persons,60-74 yrs,,,2016,48.9518555667001,48.4613603321429,49.4425527077704,19522,39880,
E08000029,Solihull,UA,Persons,60-74 yrs,,,2016,60.8081951103302,60.2848556719854,61.329062050093,20420,33581,
E08000030,Walsall,UA,Persons,60-74 yrs,,,2016,53.9311777552869,53.4266164008285,54.4349347677359,20249,37546,
E08000031,Wolverhampton,UA,Persons,60-74 yrs,,,2016,52.0480462216816,51.5078872557087,52.5877267588091,17116,32885,
E08000032,Bradford,UA,Persons,60-74 yrs,,,2016,55.1535374348408,54.7710078596951,55.5354582134523,35868,65033,
E08000033,Calderdale,UA,Persons,60-74 yrs,,,2016,60.1207115628971,59.5786089053475,60.6603444902674,18926,31480,
E08000034,Kirklees,UA,Persons,60-74 yrs,,,2016,60.0060348006839,59.6122845594485,60.3984964344302,35796,59654,
E08000035,Leeds,UA,Persons,60-74 yrs,,,2016,51.9034727803392,51.5849526590408,52.221838258956,49082,94564,
E08000036,Wakefield,UA,Persons,60-74 yrs,,,2016,57.8344441224766,57.4084735631836,58.2592519864636,29938,51765,
E08000037,Gateshead,UA,Persons,60-74 yrs,,,2016,60.3976411120472,59.8398834062906,60.9527071958805,17923,29675,
E09000001,City of London,UA,Persons,60-74 yrs,,,2016,50.3191489361702,47.128077128284,53.507622855429,473,940,
E09000002,Barking and Dagenham,UA,Persons,60-74 yrs,,,2016,41.0588935157644,40.3173540326819,41.8045185485358,6902,16810,
E09000003,Barnet,UA,Persons,60-74 yrs,,,2016,50.762857660268,50.296609362789,51.2289732960538,22425,44176,
E09000004,Bexley,UA,Persons,60-74 yrs,,,2016,53.3062223103882,52.7435839662031,53.8680209333552,16123,30246,
E09000005,Brent,UA,Persons,60-74 yrs,,,2016,47.0228458355819,46.4875795450349,47.5587978188852,15684,33354,
E09000006,Bromley,UA,Persons,60-74 yrs,,,2016,55.2712735579669,54.8050542511257,55.7365677886922,24195,43775,
E09000007,Camden,UA,Persons,60-74 yrs,,,2016,48.489732019523,47.8253818664803,49.1546163475587,10531,21718,
E09000008,Croydon,UA,Persons,60-74 yrs,,,2016,51.3533715372942,50.8870458874198,51.8194616906135,22672,44149,
E09000009,Ealing,UA,Persons,60-74 yrs,,,2016,48.2439437215699,47.7404902159334,48.7477539992691,18242,37812,
E09000010,Enfield,UA,Persons,60-74 yrs,,,2016,52.9902912621359,52.4747863178982,53.5051589882421,19103,36050,
E09000011,Greenwich,UA,Persons,60-74 yrs,,,2016,47.6990417603218,47.0846964285821,48.3140840988491,12096,25359,
E09000012,Hackney,UA,Persons,60-74 yrs,,,2016,42.3177955189287,41.6244190579165,43.0142113859969,8216,19415,
E09000013,Hammersmith and Fulham,UA,Persons,60-74 yrs,,,2016,43.7120952054011,42.9781785066244,44.448775311842,7640,17478,
E09000014,Haringey,UA,Persons,60-74 yrs,,,2016,48.7016995185383,48.0735205072153,49.3302889310438,11835,24301,
E09000015,Harrow,UA,Persons,60-74 yrs,,,2016,51.9106052899288,51.3582658651128,52.4624781191611,16329,31456,
E09000016,Havering,UA,Persons,60-74 yrs,,,2016,52.3537803138374,51.8253698104291,52.8816644008117,17983,34349,
E09000017,Hillingdon,UA,Persons,60-74 yrs,,,2016,51.453577330314,50.911553756411,51.9952591941292,16814,32678,
E09000018,Hounslow,UA,Persons,60-74 yrs,,,2016,46.6328138679741,46.0546901498488,47.2118434286481,13316,28555,
E09000019,Islington,UA,Persons,60-74 yrs,,,2016,48.546795358421,47.8258487192626,49.2683472750129,8953,18442,
E09000020,Kensington and Chelsea,UA,Persons,60-74 yrs,,,2016,41.9336831528414,41.2128920792496,42.6579329493015,7512,17914,
E09000021,Kingston upon Thames,UA,Persons,60-74 yrs,,,2016,55.3343030546221,54.6432563403867,56.0232945390855,11032,19937,
E09000022,Lambeth,UA,Persons,60-74 yrs,,,2016,41.073397385415,40.4697275056856,41.6797673746242,10431,25396,
E09000023,Lewisham,UA,Persons,60-74 yrs,,,2016,44.775169120573,44.1612087676997,45.3907266007857,11252,25130,
E09000024,Merton,UA,Persons,60-74 yrs,,,2016,50.9048168189479,50.2521706085836,51.5571547507325,11477,22546,
E09000025,Newham,UA,Persons,60-74 yrs,,,2016,41.8347291061357,41.2041394448994,42.4679987711608,9791,23404,
E09000026,Redbridge,UA,Persons,60-74 yrs,,,2016,46.0391904914873,45.4860296195484,46.5933287748802,14332,31130,
E09000027,Richmond upon Thames,UA,Persons,60-74 yrs,,,2016,57.0152808096845,56.4029722284189,57.6254504900494,14365,25195,
E09000028,Southwark,UA,Persons,60-74 yrs,,,2016,41.5484410964637,40.9250066513445,42.1745925197724,9928,23895,
E09000029,Sutton,UA,Persons,60-74 yrs,,,2016,56.2305736083639,55.6118795370785,56.8473356745562,13930,24773,
E09000030,Tower Hamlets,UA,Persons,60-74 yrs,,,2016,40.9096782530043,40.137454469859,41.686413139916,6332,15478,
E09000031,Waltham Forest,UA,Persons,60-74 yrs,,,2016,47.4002906507347,46.7789432219577,48.0224442419524,11742,24772,
E09000032,Wandsworth,UA,Persons,60-74 yrs,,,2016,50.1258877907632,49.5251735691603,50.7265656722839,13339,26611,
E09000033,Westminster,UA,Persons,60-74 yrs,,,2016,41.5942997105322,40.9511230290362,42.2403518877727,9340,22455,
E45000016,East Midlands PHE centre,PHE Centre from 2015,Persons,60-74 yrs,,,2016,59.0018028036124,58.8875312213057,59.1159772820071,420225,712224,
E45000017,East of England PHE centre,PHE Centre from 2015,Persons,60-74 yrs,,,2016,59.31637417587,59.2174555126735,59.4152173459116,562391,948121,
E45000018,North West PHE centre,PHE Centre from 2015,Persons,60-74 yrs,,,2016,56.771658810217,56.6780486259881,56.8652206611053,611089,1076398,
E45000019,South East PHE centre,PHE Centre from 2015,Persons,60-74 yrs,,,2016,60.2278037292498,60.1432595678798,60.3122868962727,775916,1288302,
E45000020,South West PHE centre,PHE Centre from 2015,Persons,60-74 yrs,,,2016,61.5076694412718,61.407776315161,61.6074656585015,561148,912322,
E45000001,London PHE centre,PHE Centre from 2013,Persons,60-74 yrs,,,2016,48.7910185018035,48.6859715193634,48.8960761643344,424335,869699,
E45000005,West Midlands PHE centre,PHE Centre from 2013,Persons,60-74 yrs,,,2016,57.2710295502182,57.1652186213518,57.3767739890515,481170,840163,
E45000009,North East PHE centre,PHE Centre from 2013,Persons,60-74 yrs,,,2016,59.4462800781202,59.2953594775901,59.5970223918731,241985,407065,
E45000010,Yorkshire and the Humber PHE centre,PHE Centre from 2013,Persons,60-74 yrs,,,2016,58.5511631051169,58.4420759273622,58.660166487315,459054,784022,
E10000002,Buckinghamshire,County,Persons,60-74 yrs,,,2016,59.6439747068829,59.2970107636102,59.9899766525715,45936,77017,
E10000003,Cambridgeshire,County,Persons,60-74 yrs,,,2016,58.6693742318175,58.35350007962,58.9845365435433,54894,93565,
E10000006,Cumbria,County,Persons,60-74 yrs,,,2016,63.4111795146324,63.0953313888431,63.7258785440901,56857,89664,
E10000007,Derbyshire,County,Persons,60-74 yrs,,,2016,62.1174097970386,61.8552680058336,62.3788457772687,81931,131897,
E10000008,Devon,County,Persons,60-74 yrs,,,2016,62.5916954304967,62.3429271795,62.8397998483749,91213,145727,
E10000009,Dorset,County,Persons,60-74 yrs,,,2016,65.9413895597251,65.624188695558,66.257168459831,56794,86128,
E10000011,East Sussex,County,Persons,60-74 yrs,,,2016,60.3674779028938,60.0625580022912,60.6715941409097,59829,99108,
E10000012,Essex,County,Persons,60-74 yrs,,,2016,59.300429560796,59.0986835671673,59.501862355375,135288,228140,
E10000013,Gloucestershire,County,Persons,60-74 yrs,,,2016,63.6029993668883,63.3058885035612,63.8990764106479,64295,101088,
E10000014,Hampshire,County,Persons,60-74 yrs,,,2016,64.7225857771159,64.5209221539149,64.9237262956247,139949,216229,
E10000015,Hertfordshire,County,Persons,60-74 yrs,,,2016,59.5944368175928,59.3506053660394,59.837795402161,92897,155882,
E10000016,Kent,County,Persons,60-74 yrs,,,2016,59.3161975334054,59.1166641049543,59.5154240337817,138323,233196,
E10000017,Lancashire,County,Persons,60-74 yrs,,,2016,59.5512191045275,59.3311847934314,59.7708701354416,114012,191452,
E10000018,Leicestershire,County,Persons,60-74 yrs,,,2016,63.1358168736284,62.8476181506893,63.4230810945317,68181,107991,
E10000019,Lincolnshire,County,Persons,60-74 yrs,,,2016,56.7879017246839,56.5178749818212,57.0575256859424,73525,129473,
E10000020,Norfolk,County,Persons,60-74 yrs,,,2016,62.8290144868394,62.5895295628396,63.0678709558841,98536,156832,
E10000021,Northamptonshire,County,Persons,60-74 yrs,,,2016,59.5250262480604,59.2314463641065,59.8179262154477,64065,107627,
E10000023,North Yorkshire,County,Persons,60-74 yrs,,,2016,61.2658785924885,60.9761221449471,61.5548400608936,66702,108873,
E10000024,Nottinghamshire,County,Persons,60-74 yrs,,,2016,60.0378508768528,59.7701853324952,60.30491827122,77405,128927,
E10000025,Oxfordshire,County,Persons,60-74 yrs,,,2016,58.2585239994029,57.9426013518143,58.5737701968863,54643,93794,
E10000027,Somerset,County,Persons,60-74 yrs,,,2016,62.227235520773,61.9265507241045,62.5269826141401,62338,100178,
E10000028,Staffordshire,County,Persons,60-74 yrs,,,2016,60.2544132917965,60.0000762752379,60.5081975474911,85877,142524,
E10000029,Suffolk,County,Persons,60-74 yrs,,,2016,61.973956163996,61.7068699283347,62.2403194581192,78860,127247,
E10000030,Surrey,County,Persons,60-74 yrs,,,2016,59.8746137074044,59.6408681754788,60.1079109678419,101330,169237,
E10000031,Warwickshire,County,Persons,60-74 yrs,,,2016,62.5296774407279,62.2138885470755,62.8444033530929,56625,90557,
E10000032,West Sussex,County,Persons,60-74 yrs,,,2016,61.7744532451498,61.5182089223327,62.0300444250162,85557,138499,
